Batch,Study,Parent_Pair,Cohort,Dam_ID,Sire_ID,Animal_ID,Access_ID,Sex,Diet,DOB,Date_of_Wean,Diet_Start,Diet_Start_Week,Litter_Number,Litter_Size,Coat_Color,Ear_Punch,Rack,Total_AUC,FastGluc,FastIns,HarvWeight,RetroFat_norm,EpiFat_norm,OmentalFat_norm,ClosedJunc,OpenJunc,REST_EPISODE_COUNT_5,MOVEMENT_EPISODE_COUNT_5,VERTICAL_EPISODE_COUNT_5,SWIM,CLIMB,FLOAT
Thesis,Thesis,537,7T,731982,733821,AWD312,740795,M,HFD,43536,43557,43581,SIX,5,9,BLK HOOD,RT,C-E1,14115,66,1.226,355,2.704225352,2,1.605633803,90.52,191.48,14,15,28,51,4,5
Thesis,Thesis,548,7T,733771,731561,AWD292,740863,M,HFD,43533,43556,43581,SIX,4,9,BLK HOOD,LT,C-C1,14670,85,1.6645,417,2.997601918,1.990407674,1.726618705,267.77,32.19,23,23,12,59,0,1
Thesis,Thesis,548,7T,733771,731561,AWD293,740864,M,LFD,43533,43556,43581,SIX,4,9,BRN HOOD,LT,C-E2,13597.5,74,1.5515,375,2.506666667,1.946666667,1.093333333,122.7,175.65,15,16,25,48,12,0
Thesis,Thesis,530,8T,732322,733762,AWD332,740871,M,HFD,43541,43563,43588,SIX,4,7,BROWN,RM,C-E5,11310,68,,342,3.157894737,2.105263158,1.637426901,153.71,141.43,14,14,27,54,1,5
Thesis,Thesis,530,8T,732322,733762,AWD333,740872,M,LFD,43541,43563,43588,SIX,4,7,BLACK,LM,C-C6,14722.5,83,,360,2.138888889,1.944444444,1.777777778,188.82,108.97,17,18,26,56,0,4
Thesis,Thesis,506,8T,731552,731651,AWD337,740881,M,LFD,43542,43563,43588,SIX,5,5,BROWN ,RB,C-D6,15810,84,,402,2.089552239,2.23880597,1.417910448,166.28,131.39,18,18,23,42,10,8
Thesis,Thesis,504,8T,731922,731671,AWD324,740891,M,HFD,43541,43563,43588,SIX,5,13,ALBINO,LB,C-D5,17617.5,80,,409,3.300733496,2.053789731,1.100244499,165.2,133.44,11,12,25,43,1,12
Thesis,Thesis,504,8T,731922,731671,AWD325,740892,M,LFD,43541,43563,43588,SIX,5,13,ALBINO,RT,C-C-6,14790,81,,343,1.39941691,0.991253644,1.10787172,199.94,97.63,11,12,17,55,0,5
Thesis,Thesis,508,8T,731522,732031,AWD316,740901,M,HFD,43540,43563,43588,SIX,4,7,BRN HOOD,LT,C-C5,12022.5,88,,406,3.522167488,2.118226601,1.527093596,227.69,70.28,12,13,28,58,0,2
Thesis,Thesis,508,8T,731522,732031,AWD317,740902,M,LFD,43540,43563,43588,SIX,4,7,BRN HOOD,RT,C-E6,11535,84,,387,1.937984496,1.73126615,1.524547804,261.84,33.62,5,6,30,55,4,1
Thesis,Thesis,516,8T,731562,734112,AWD328,740911,M,HFD,43541,43563,43588,SIX,5,11,ALBINO,LTRT,C-D5,13275,69,,417,5.419664269,3.645083933,1.846522782,184.04,114.6,8,9,23,45,3,12
Thesis,Thesis,516,8T,731562,734112,AWD329,740912,M,LFD,43541,43563,43588,SIX,5,11,ALBINO,LM,C-E6,14145,85,,490,4.93877551,4.673469388,2.306122449,293.73,0,12,13,24,29,6,25
Thesis,Thesis,507,7T,731712,731821,AWD308,740923,M,HFD,43536,43557,43581,SIX,4,12,ALBINO,LM,C-E1,12592.5,83,2.1255,336,2.827380952,2.767857143,1.517857143,175.02,124.48,12,13,19,35,0,25
Thesis,Thesis,507,7T,731712,731821,AWD309,740924,M,LFD,43536,43557,43581,SIX,4,12,BROWN,LT,C-C2,11925,81,1.6935,386,1.632124352,1.683937824,0.932642487,251.42,43.07,9,10,27,46,9,5
Thesis,Thesis,559,7T,734101,734002,AWD296,740953,M,HFD,43533,43556,43581,SIX,3,9,ALBINO,RM,C-C1,14557.5,107,2.2805,427,4.613583138,4.192037471,2.505854801,221.48,76.1,6,7,22,48,2,10
Thesis,Thesis,515,7T,731942,733802,AWD300,740983,M,HFD,43534,43556,43581,SIX,4,12,BRN HOOD,RT,C-D1,23422.5,91,3.2415,429,4.312354312,3.566433566,2.051282051,208.85,88.48,7,8,27,8,0,52
Thesis,Thesis,515,7T,731942,733802,AWD301,740984,M,LFD,43534,43556,43581,SIX,4,12,BLACK,RM,C-C2,13762.5,94,1.8905,410,2.731707317,2.195121951,1.195121951,201.83,97,16,16,22,55,2,3
Thesis,Thesis,539,8T,732052,734122,AWD320,741001,M,HFD,43540,43563,43588,SIX,3,12,ALBINO,RM,C-C5,12330,84,,434,5,2.465437788,1.751152074,220.74,77.46,21,22,18,51,1,8
Thesis,Thesis,539,8T,732052,734122,AWD321,741002,M,LFD,43540,43563,43588,SIX,3,12,ALBINO,LT,C-D6,12127.5,88,,426,2.981220657,1.737089202,1.948356808,290.1,2.13,10,11,26,40,9,11
Thesis,Thesis,509,8T,731892,732071,AWD336,741021,M,HFD,43542,43563,43588,SIX,5,9,BRN HOOD,LB,C-E5,10612.5,85,,405,3.012345679,1.234567901,1.061728395,204.2,92.89,28,28,17,44,9,3
Thesis,Thesis,545,9T,731872,733792,AWD352,743591,M,HFD,43604,43626,43637,FOUR,7,8,BLACK,RT,C-G1,16305,82,1.3345,452,5.066371681,3.407079646,2.345132743,155.49,141.38,14,15,14,50,5,5
Thesis,Thesis,545,9T,731872,733792,AWD353,743592,M,LFD,43604,43626,43637,FOUR,7,8,BLK HOOD,RT,C-H2,14610,76,0.8955,412,2.669902913,2.597087379,1.626213592,123.01,174.48,12,13,18,55,3,2
Thesis,Thesis,523,9T,732042,731911,AWD344,743612,M,HFD,43604,43626,43637,FOUR,7,9,BROWN ,RM,C-F1,13057.5,86,0.997,329,2.249240122,1.70212766,0.911854103,191.05,107.29,12,13,28,32,2,26
Thesis,Thesis,523,9T,732042,731911,AWD345,743613,M,LFD,43604,43626,43637,FOUR,7,9,BRN HOOD,LT,C-G2,12375,88,1.785,356,2.078651685,1.54494382,1.207865169,267.77,25.15,16,17,30,57,3,0
Thesis,Thesis,520,9T,731882,734352,AWD340,743622,M,HFD,43603,43626,43637,FOUR,7,11,BLK HOOD,LT,C-F1,15547.5,104,1.9245,412,3.810679612,2.694174757,1.723300971,221.13,78.62,9,10,28,27,5,27
Thesis,Thesis,520,9T,731882,734352,AWD341,743623,M,LFD,43603,43626,43637,FOUR,7,11,BROWN,LM,C-H2,10875,80,1.235,399,1.453634085,0.927318296,0.877192982,257.43,39.88,12,12,22,52,4,4
Thesis,Thesis,561,9T,734111,731981,AWD348,743632,M,HFD,43604,43626,43637,FOUR,7,11,BRN HOOD,LM,C-G1,13582.5,84,0.7315,384,2.447916667,1.692708333,1.119791667,139.31,156.19,13,14,26,50,7,2
Thesis,Thesis,561,9T,734111,731981,AWD349,743633,M,LFD,43604,43626,43637,FOUR,7,11,BRN HOOD,LB,C-F2,14370,70,0.7175,332,2.138554217,1.204819277,1.234939759,86.13,211.6,8,9,26,45,7,6
Thesis,Thesis,606,9T,737042,736991,AWD356,743681,M,HFD,43606,43627,43637,FOUR,2,10,BLACK,LT,C-H1,12855,76,0.613,353,2.379603399,1.246458924,1.246458924,200.78,98.58,6,7,24,54,4,2
Thesis,Thesis,606,9T,737042,736991,AWD357,743682,M,LFD,43606,43627,43637,FOUR,2,10,BLACK,RM,C-F2,15600,71,,313,1.150159744,1.182108626,0.798722045,131.93,164.35,9,10,34,58,1,1
Thesis,Thesis,518,9T,732242,732231,AWD360,743741,M,HFD,43607,43628,43637,FOUR,7,10,BLACK,LBRB,C-H1,14010,83,0.8625,452,2.168141593,1.814159292,1.216814159,235.16,63.57,14,15,23,53,3,4
Thesis,Thesis,518,9T,732242,732231,AWD361,743742,M,LFD,43607,43628,43637,FOUR,7,10,BLACK,RB,C-G2,13530,87,1.078,392,2.551020408,1.862244898,1.607142857,283.97,14.2,18,19,24,57,1,2
Thesis,Thesis,512,10T,731652,731681,AWD368,743911,M,HFD,43611,43633,43644,FOUR,8,3,BLK HOOD,LT,C-F5,11707.5,63,0.964,397,2.972292191,2.544080605,1.738035264,268.72,30.52,11,12,26,50,1,9
Thesis,Thesis,512,10T,731652,731681,AWD369,743913,M,LFD,43611,43633,43644,FOUR,8,3,BLK HOOD,LM,C-G6,10237.5,66,0.6085,339,2.625368732,2.005899705,1.356932153,220.72,77.93,18,19,26,58,0,2
Thesis,Thesis,538,10T,731742,731881,AWD374,743921,M,HFD,43613,43634,43644,FOUR,8,9,BLACK,LM,C-G5,15060,91,1.0895,398,3.417085427,2.386934673,1.381909548,186.75,111.66,12,13,19,35,1,24
Thesis,Thesis,538,10T,731742,731881,AWD375,743922,M,LFD,43613,43634,43644,FOUR,8,9,BLK HOOD,LB,C-H6,12705,84,1.757,445,3.056179775,2.08988764,1.887640449,224.17,67.62,19,19,20,50,1,9
Thesis,Thesis,543,10T,731822,731551,AWD378,743931,M,HFD,43613,43634,43644,FOUR,7,12,BROWN,LM,C-H5,12502.5,87,1.464,347,2.737752161,2.593659942,1.613832853,152.54,142.16,5,6,31,48,10,2
Thesis,Thesis,543,10T,731822,731551,AWD379,743932,M,LFD,43613,43634,43644,FOUR,7,12,BRN HOOD,LT,C-F6,9630,72,0.5045,348,1.867816092,1.752873563,1.120689655,263.54,34.74,19,20,19,53,2,5
Thesis,Thesis,528,10T,731362,731841,AWD364,743941,M,HFD,43611,43633,43644,FOUR,7,7,BLACK,LT,C-F5,13237.5,73,1.3755,338,3.579881657,2.75147929,1.538461538,209.31,90.57,13,13,10,6,0,54
Thesis,Thesis,528,10T,731362,731841,AWD365,743942,M,LFD,43611,43633,43644,FOUR,7,7,BROWN,LT,C-H6,13672.5,79,1.606,388,2.628865979,2.036082474,1.469072165,182.74,94.15,2,3,30,47,11,2
Thesis,Thesis,553,10T,734241,732241,AWD370,743951,M,HFD,43611,43633,43644,FOUR,6,9,ALBINO,LT,C-G5,15442.5,89,1.6265,457,3.347921225,2.997811816,1.750547046,241.92,56.05,8,9,22,49,11,0
Thesis,Thesis,553,10T,734241,732241,AWD371,743952,M,LFD,43611,43633,43644,FOUR,6,9,ALBINO,LM,C-F6,11482.5,84,2.1335,368,2.309782609,1.983695652,1.684782609,234.54,45.96,12,13,21,46,4,10
Thesis,Thesis,560,10T,734391,732051,AWD382,744021,M,HFD,43613,43634,43644,FOUR,7,10,BRN HOOD,LB,C-H5,13762.5,79,1.6745,341,2.668621701,1.700879765,1.143695015,129.85,165.41,24,25,17,56,2,1
Thesis,Thesis,560,10T,734391,732051,AWD383,744022,M,LFD,43613,43634,43644,FOUR,7,10,BRN HOOD,LM,C-G6,15585,87,0.9345,395,2.202531646,1.46835443,1.265822785,180.72,117.65,14,15,21,53,4,3
Thesis,Thesis,630,11T,737012,736901,AWD392,745531,M,HFD,43660,43682,43693,FOUR,5,13,BRN HOOD,RT,C-C1,16747.5,91,,449,,,,250.45,46.86,10,11,35,57,0,3
Thesis,Thesis,630,11T,737012,736901,AWD393,745532,M,LFD,43660,43682,43693,FOUR,5,13,BLACK,RT,C-D2,12112.5,77,,350,,,,266.28,29.87,29,30,10,48,5,7
Thesis,Thesis,635,11T,736982,736871,AWD388,745541,M,HFD,43659,43682,43693,FOUR,5,12,BRN HOOD,LT,C-C1,13417.5,99,,346,,,,216.02,83.94,5,6,28,44,7,9
Thesis,Thesis,635,11T,736982,736871,AWD389,745542,M,LFD,43659,43682,43693,FOUR,5,12,BLACK,LT,C-E2,13147.5,84,,291,,,,224.53,64.63,17,18,26,54,5,1
Thesis,Thesis,665,11T,737452,737041,AWD400,745551,M,HFD,43660,43682,43693,FOUR,5,9,BRN HOOD,RM,C-D1,17220,83,,404,,,,286.05,10.19,14,15,14,43,1,16
Thesis,Thesis,665,11T,737452,737041,AWD401,745552,M,LFD,43660,43682,43693,FOUR,5,9,BRN HOOD,RB,C-E2,12742.5,85,,385,,,,205.15,94.48,25,26,9,45,0,15
Thesis,Thesis,634,11T,737312,737441,AWD396,745561,M,HFD,43660,43682,43693,FOUR,4,13,BLK HOOD,LT,C-D1,14040,68,,315,,,,201.11,98.49,9,10,22,55,0,5
Thesis,Thesis,634,11T,737312,737441,AWD397,745562,M,LFD,43660,43682,43693,FOUR,4,13,BLK HOOD,RT,C-C2,11430,69,,291,,,,146.44,150.25,15,16,23,55,1,4
Thesis,Thesis,641,11T,737562,738061,AWD408,745571,M,HFD,43661,43682,43693,FOUR,5,10,BLK HOOD,RM,C-E1,14040,98,,456,,,,297.63,0,16,16,19,24,0,36
Thesis,Thesis,641,11T,737562,738061,AWD409,745572,M,LFD,43661,43682,43693,FOUR,5,10,BLK HOOD,LM,C-D2,11782.5,73,,397,,,,274.28,24.75,10,11,29,57,0,3
Thesis,Thesis,721,11T,741562,741981,AWD404,745613,M,HFD,43659,43682,43693,FOUR,1,10,BRN HOOD,LM,C-E1,12225,83,,347,,,,242.43,45.39,12,13,24,50,3,5
Thesis,Thesis,721,11T,741562,741981,AWD405,745614,M,LFD,43659,43682,43693,FOUR,1,10,ALBINO,LT,C-C2,10680,74,,374,,,,263.92,4.62,13,14,30,49,0,11
Thesis,Thesis,625,12T,736912,737231,AWD424,745881,M,HFD,43667,43689,43700,FOUR,5,12,BROWN,RM,C-D5,12735,90,1.106,389,,,,267.6,0,19,20,9,53,2,5
Thesis,Thesis,625,12T,736912,737231,AWD425,745882,M,LFD,43667,43689,43700,FOUR,5,12,BLACK,RT,C-E6,11220,83,0.675,380,,,,272.13,23.01,11,12,23,50,0,10
Thesis,Thesis,654,12T,737282,737821,AWD412,745891,M,HFD,43666,43689,43700,FOUR,5,12,BLK HOOD,LT,C-C5,17220,103,2.082,426,,,,181.27,117.85,27,27,13,51,7,2
Thesis,Thesis,654,12T,737282,737821,AWD413,745892,M,LFD,43666,43689,43700,FOUR,5,12,BLK HOOD,LM,C-E6,13305,79,1.342,406,,,,294.44,2.79,9,10,26,46,1,13
Thesis,Thesis,621,12T,737402,737671,AWD420,745901,M,HFD,43667,43689,43700,FOUR,5,11,BRN HOOD,LT,C-D5,11355,85,0.4455,424,,,,198.5,95.38,23,23,22,54,1,5
Thesis,Thesis,621,12T,737402,737671,AWD421,745902,M,LFD,43667,43689,43700,FOUR,5,11,ALBINO,LT,C-C6,10530,75,1.869,406,,,,242.95,50.42,10,11,21,46,11,3
Thesis,Thesis,614,12T,736752,737331,AWD416,746001,M,HFD,43666,43689,43700,FOUR,4,9,BRN HOOD,RT,C-C5,12562.5,73,1.219,343,,,,287.77,11.08,15,15,17,49,2,9
Thesis,Thesis,614,12T,736752,737331,AWD417,746002,M,LFD,43666,43689,43700,FOUR,4,9,BLK HOOD,LB,C-D6,10050,69,1.077,317,,,,225.37,67.01,7,8,26,42,2,16
Thesis,Thesis,624,12T,737343,737411,AWD432,746011,M,HFD,43669,43690,43700,FOUR,5,8,BLACK,RM,C-E5,13785,75,1.22,392,,,,280.22,18.48,24,25,20,51,3,6
Thesis,Thesis,624,12T,737343,737411,AWD433,746012,M,LFD,43669,43690,43700,FOUR,5,8,BLACK,LTRT,C-D6,9750,72,0.749,351,,,,230.72,33.03,26,27,15,54,4,2
Thesis,Thesis,638,12T,736882,737201,AWD428,746021,M,HFD,43668,43689,43700,FOUR,5,14,BROWN,LT,C-E5,14010,80,2.3615,399,,,,231.08,22.8,9,10,27,47,0,13
Thesis,Thesis,638,12T,736882,737201,AWD429,746022,M,LFD,43668,43689,43700,FOUR,5,14,BROWN,RB,C-C6,10342.5,74,1.481,466,,,,246.62,51.18,9,10,21,57,2,1
Thesis,Thesis,605,13T,736732,737221,AWD436,749091,M,HFD,43738,43760,43784,SIX,7,8,BRN HOOD,LT,C-C1,,,2.3675,387,3.049095607,2.015503876,1.80878553,157.73,142.13,22,23,17,48,0,12
Thesis,Thesis,605,13T,736732,737221,AWD437,749092,M,LFD,43738,43760,43784,SIX,7,8,BRN HOOD,RM,C-E2,,,0.8025,384,1.666666667,1.09375,1.09375,223.64,64.2,20,21,16,60,0,0
Thesis,Thesis,724,13T,741222,742011,AWD444,749111,M,HFD,43738,43760,43784,SIX,4,4,ALBINO,LT,C-D1,,,0.971,431,2.088167053,1.554524362,0.90487239,180.42,86.85,15,16,24,40,3,17
Thesis,Thesis,724,13T,741222,742011,AWD445,749112,M,LFD,43738,43760,43784,SIX,4,4,ALBINO,RB,C-C2,,,1.2655,403,2.406947891,1.935483871,1.315136476,177.48,117.58,16,17,15,47,0,13
Thesis,Thesis,702,13T,741892,741401,AWD440,749141,M,HFD,43738,43760,43784,SIX,4,12,ALBINO,RM,C-C1,,,1.6235,430,3.488372093,2.279069767,1.558139535,267.61,31.21,18,18,18,55,3,2
Thesis,Thesis,702,13T,741892,741401,AWD441,749142,M,LFD,43738,43760,43784,SIX,4,12,BRN HOOD,LM,C-D2,,,0.7885,369,2.818428184,1.707317073,1.029810298,229.31,67.62,15,16,17,40,0,20
Thesis,Thesis,656,13T,737322,736861,AWD452,749161,M,HFD,43739,43760,43784,SIX,7,8,ALBINO,LM,C-E1,,,2.887,414,4.154589372,2.584541063,1.690821256,285.49,0,22,23,12,46,1,13
Thesis,Thesis,656,13T,737322,736861,AWD453,749162,M,LFD,43739,43760,43784,SIX,7,8,BLK HOOD,RT,C-D2,,,0.8435,297,1.683501684,1.818181818,0.808080808,167.29,123.76,6,7,27,56,2,0
Thesis,Thesis,612,13T,736692,737471,AWD446,749211,M,HFD,43739,43760,43784,SIX,7,7,BLACK,RM,C-D1,,,3.6525,452,6.216814159,2.32300885,2.411504425,136.41,162.74,20,20,15,12,0,48
Thesis,Thesis,612,13T,736692,737471,AWD447,749212,M,LFD,43739,43760,43784,SIX,7,7,ALBINO,LB,C-E2,,,1.1525,383,2.454308094,1.514360313,1.305483029,259.49,36.07,13,14,25,46,7,7
Thesis,Thesis,737,13T,741482,742051,AWD456,749253,M,HFD,43739,43760,43784,SIX,4,14,BROWN,RT,C-E1,,,1.214,371,3.261455526,2.04851752,1.428571429,216.51,61.62,14,15,24,23,0,37
Thesis,Thesis,737,13T,741482,742051,AWD457,749254,M,LFD,43739,43760,43784,SIX,4,14,BROWN,LT,C-C2,,,0.591,370,1.702702703,1.135135135,1.405405405,263.95,35.34,16,17,16,51,6,3
Thesis,Thesis,661,14T,737272,736761,AWD460,749403,M,HFD,43743,43766,43791,SIX,7,12,BLK HOOD,RT,C-C5,,,2.406,436,3.967889908,2.52293578,1.605504587,164.31,132.47,12,13,19,30,3,27
Thesis,Thesis,661,14T,737272,736761,AWD461,749404,M,LFD,43743,43766,43791,SIX,7,12,BROWN,RT,C-D6,,,,323,1.052631579,1.114551084,0.80495356,202.41,96.84,16,17,20,33,3,24
Thesis,Thesis,643,14T,737252,737831,AWD456,749421,M,HFD,43743,43766,43791,SIX,4,8,BROWN,LT,C-C5,,,2.9765,489,4.110429448,2.494887526,2.208588957,262.14,33.71,15,16,26,26,4,29
Thesis,Thesis,643,14T,737252,737831,AWD457,749422,M,LFD,43743,43766,43791,SIX,4,8,BRN HOOD,LB,C-E6,,,1.048,354,1.779661017,1.949152542,1.327683616,250.98,45.43,18,19,18,51,0,9
Thesis,Thesis,662,14T,737442,737342,AWD464,749471,M,HFD,43743,43766,43791,SIX,8,9,BLACK,RM,C-D5,,,1.1795,400,3.15,2.325,1.55,195.62,104.22,16,17,14,32,1,27
Thesis,Thesis,662,14T,737442,737342,AWD465,749472,M,LFD,43743,43766,43791,SIX,8,9,BLACK,LM,C-C6,,,0.649,351,1.13960114,1.282051282,0.769230769,173.7,123.03,4,5,27,58,0,2
Thesis,Thesis,607,14T,736662,737191,AWD472,749481,M,HFD,43746,43767,43791,SIX,8,11,ALBINO,RM,C-E5,,,1.5775,425,2.941176471,2,1.741176471,178.77,84.11,17,17,17,58,1,1
Thesis,Thesis,607,14T,736662,737191,AWD473,749482,M,LFD,43746,43767,43791,SIX,8,11,BROWN,RB,C-C6,,,,347,1.930835735,1.81556196,1.181556196,271.54,20.02,16,17,15,58,2,0
Thesis,Thesis,616,14T,736712,737421,AWD476,749501,M,HFD,43746,43767,43791,SIX,8,10,BROWN,LB,C-E5,,,1.506,377,3.687002653,2.519893899,1.644562334,254.36,18.68,17,18,17,51,0,9
Thesis,Thesis,616,14T,736712,737421,AWD477,749502,M,LFD,43746,43767,43791,SIX,8,10,ALBINO,LM,C-D6,,,1.507,422,3.909952607,2.938388626,1.63507109,246.2,49.69,5,6,26,46,0,14
Thesis,Thesis,613,14T,736742,736881,AWD468,749511,M,HFD,43745,43766,43791,SIX,8,12,BROWN,LM,C-D5,,,2.0475,388,2.886597938,2.783505155,1.932989691,223.76,75.68,11,12,30,47,0,13
Thesis,Thesis,613,14T,736742,736881,AWD469,749512,M,LFD,43745,43766,43791,SIX,8,12,BROWN,RM,C-E6,,,0.7485,377,2.042440318,2.175066313,1.352785146,170.39,120.12,9,10,33,47,0,13
Thesis,Thesis,741,15T,741332,741801,AWD484,751772,M,HFD,43793,43815,,SIX,5,7,BLK HOOD,LM,C-F1,,,,511,3.268101761,2.152641879,1.232876712,236.72,46.76,,,,53,0,7
Thesis,Thesis,741,15T,741332,741801,AWD485,751773,M,LFD,43793,43815,,SIX,5,7,BLK HOOD,LT,C-G2,,,,381,2.80839895,2.17847769,,202.83,91.25,,,,53,5,2
Thesis,Thesis,701,15T,741552,742071,AWD488,751783,M,HFD,43794,43815,,SIX,5,5,BRN HOOD,LT,C-G1,,,,372,2.043010753,1.586021505,0.913978495,236.76,60.46,,,,55,1,4
Thesis,Thesis,701,15T,741552,742071,AWD489,751784,M,LFD,43794,43815,,SIX,5,5,BLK HOOD,RT,C-F2,,,,431,2.22737819,1.80974478,0.812064965,272.89,23.14,,,,55,1,4
Thesis,Thesis,707,15T,741402,742041,AWD480,751791,M,HFD,43793,43815,,SIX,5,10,ALBINO,RT,C-F1,,,,393,1.323155216,1.348600509,0.58524173,265.81,0,,,,54,1,5
Thesis,Thesis,817,15T,745282,747632,AWD481,751905,M,LFD,43793,43815,,SIX,1,10,BLK HOOD,LB,C-H2,,,,381,,,,214.01,73.88,,,,55,2,3
Thesis,Thesis,730,15T,743392,741661,AWD496,751931,M,HFD,43795,43816,,SIX,6,10,BLACK,LT,C-H1,,,,401,2.867830424,2.219451372,1.620947631,168.8,103.7,,,,49,3,8
Thesis,Thesis,730,15T,743392,741661,AWD497,751932,M,LFD,43795,43816,,SIX,6,10,BLACK,LM,C-F2,,,,394,2.106598985,1.852791878,1.015228426,165.39,131.66,,,,48,9,3
Thesis,Thesis,710,15T,741952,742281,AWD492,751941,M,HFD,43795,43816,,SIX,6,13,BLK HOOD,RM,C-G1,,,,349,1.833810888,1.518624642,0.859598854,209.51,87.48,,,,48,5,7
Thesis,Thesis,710,15T,741952,742281,AWD493,751942,M,LFD,43795,43816,,SIX,6,13,BLACK,RB,C-H2,,,,336,,,,254.08,40.31,,,,48,3,9
Thesis,Thesis,0751B,15T,741872,741341,AWD500,751951,M,HFD,43795,43816,,SIX,6,5,BROWN,RM,C-H1,,,,357,,,,136.96,147.86,,,,27,0,33
Thesis,Thesis,0751B,15T,741872,741341,AWD501,751952,M,LFD,43795,43816,,SIX,6,5,BROWN,RB,C-G2,,,,366,2.213114754,2.049180328,1.092896175,209.53,88.7,,,,54,5,1
Thesis,Thesis,717,16T,741352,741171,AWD504,752121,M,HFD,43800,43822,,SIX,7,11,BLK HOOD,LC,C-F5,,,,369,1.409214092,1.246612466,0.867208672,284.75,13.36,11,12,29,30,2,22
Thesis,Thesis,717,16T,741352,741171,AWD505,752122,M,LFD,43800,43822,,SIX,7,11,BLACK,LB,C-H6,,,,309,1.42394822,1.391585761,1.003236246,268.54,29.95,6,7,24,49,0,11
Thesis,Thesis,756,16T,741692,741971,AWD508,752131,M,HFD,43800,43822,,SIX,3,10,ALBINO,RM,C-F5,,,,401,2.194513716,2.044887781,1.172069825,260.68,37.34,25,26,13,55,4,1
Thesis,Thesis,756,16T,741692,741971,AWD509,752132,M,LFD,43800,43822,,SIX,3,10,BROWN,LM,C-G6,,,,384,1.614583333,1.640625,0.963541667,203.02,96.18,5,6,29,59,1,0
Thesis,Thesis,732,16T,741232,741151,AWD512,752141,M,HFD,43801,43822,,SIX,7,6,ALBINO,LB,C-G5,,,,456,4.276315789,3.26754386,2.938596491,131.29,162.59,8,9,28,51,5,4
Thesis,Thesis,732,16T,741232,741151,AWD513,752142,M,LFD,43801,43822,,SIX,7,6,ALBINO,RT,C-F6,,,,389,1.46529563,1.285347044,0.822622108,169.12,125.96,14,15,22,49,10,1
Thesis,Thesis,761,16T,741772,741251,AWD516,752161,M,HFD,43801,43822,,SIX,6,10,BROWN,LTRB,C-G5,,,,442,3.303167421,2.262443439,1.402714932,232.56,60.8,18,19,21,21,1,38
Thesis,Thesis,761,16T,741772,741251,AWD517,752162,M,LFD,43801,43822,,SIX,6,10,BLK HOOD,LTRT,C-H6,,,,405,1.481481481,1.555555556,0.888888889,179.96,107.86,18,19,25,48,0,12
Thesis,Thesis,704,16T,742022,741271,AWD520,752341,M,HFD,43802,43822,,SIX,6,12,BLACK,RM,C-H5,,,,398,1.884422111,2.035175879,1.281407035,205.48,88.83,7,8,24,54,0,6
Thesis,Thesis,704,16T,742022,741271,AWD521,752342,M,LFD,43802,43822,,SIX,6,12,BLACK,RC,C-F6,,,,374,2.139037433,1.764705882,1.310160428,122.34,173.06,16,17,33,55,5,0
Thesis,Thesis,764,16T,741122,741351,AWD524,752431,M,HFD,43802,43822,,SIX,7,10,BROWN,LT,C-H5,,,,426,4.201877934,2.816901408,2.605633803,279.36,20.04,3,4,30,37,6,17
Thesis,Thesis,764,16T,741122,741351,AWD525,752432,M,LFD,43802,43822,,SIX,7,10,BRN HOOD,RM,C-G6,,,,399,2.481203008,1.503759398,1.378446115,166.92,121.13,9,10,30,53,3,4
